taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
5609359	7ddf754f-d193-4cc9-b351-99906754a03b	2926730.0			Scutellaria grossa Wall.	Wall.	Scutellaria grossa	Scutellaria	grossa		species		Pl. Asiat. Rar. 1: 67 (1830)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria
3882152	7ddf754f-d193-4cc9-b351-99906754a03b	2927228.0			Stachys jaimehintonii B.L.Turner	B.L.Turner	Stachys jaimehintonii	Stachys	jaimehintonii		species		Phytologia 76: 395 (1994)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
3902625	7ddf754f-d193-4cc9-b351-99906754a03b	2927228.0			Stachys tubulosa MacOwan	MacOwan	Stachys tubulosa	Stachys	tubulosa		species		Bull. Misc. Inform. Kew 1893: 13 (1893)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
3903358	7ddf754f-d193-4cc9-b351-99906754a03b	2927228.0			Stachys sivasica Kit Tan & Yildiz	Kit Tan & Yildiz	Stachys sivasica	Stachys	sivasica		species		Notes Roy. Bot. Gard. Edinburgh 45: 449 (1988 publ. 1989)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
7390899	046bbc50-cae2-47ff-aa43-729fbf53f7c5	2927228.0			Stachys major Uspenski	Uspenski	Stachys major	Stachys	major		species		Bull. Soc. Imp. Naturalistes Moscou vii. (1834) 376, nomen.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
11566020	e70bccc8-97d2-4d55-a017-3505dbafa3c8	2927228.0			Stachys milasensis O.Guner, 2022	O.Guner, 2022	Stachys milasensis	Stachys	milasensis		species			accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
7474497	7ddf754f-d193-4cc9-b351-99906754a03b	2926895.0			Teucrium salaminium Hadjik. & Hand	Hadjik. & Hand	Teucrium salaminium	Teucrium	salaminium		species		Candollea 66: 342 (2011)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium
11031597	046bbc50-cae2-47ff-aa43-729fbf53f7c5	2926895.0			Teucrium grisebachii Hieron. ex Seckt	Hieron. ex Seckt	Teucrium grisebachii	Teucrium	grisebachii		species		Fl. Cordob. (Rev. Univ. Nac. Cordoba, xvi-xvii.) 430 (1929-30), in syn.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium
3893027	046bbc50-cae2-47ff-aa43-729fbf53f7c5	2926895.0			Teucrium sordium Steud., 1841	Steud., 1841	Teucrium sordium	Teucrium	sordium		species		Nomencl. Bot.  [Steudel], ed. 2. 2: 675, in syn., err. typ. 1841	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium
3894066	7ddf754f-d193-4cc9-b351-99906754a03b	2926895.0			Teucrium pseudochamaepitys L.	L.	Teucrium pseudochamaepitys	Teucrium	pseudochamaepitys		species		Sp. Pl.: 562 (1753)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium
8033508	046bbc50-cae2-47ff-aa43-729fbf53f7c5	2926895.0			Teucrium corbariense Lapeyr. ex Steud., 1821	Lapeyr. ex Steud., 1821	Teucrium corbariense	Teucrium	corbariense		species		Nomencl. Bot. [Steudel] 829. 1821	accepted		Possible variant of Teucrium ×corbariense Coste & Sennen	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium
5605287	046bbc50-cae2-47ff-aa43-729fbf53f7c5	2926960.0			Thymus spicatus W.H.Baxter, 1839	W.H.Baxter, 1839	Thymus spicatus	Thymus	spicatus		species		Hort. Brit. [Loudon], ed. 3. 677, nomen (Quid ?). 1839 ; second additional supplement (cited in IK as 'Hort. Brit. Suppl. ii.')	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
5606918	7ddf754f-d193-4cc9-b351-99906754a03b	2926960.0			Thymus ×hercegovinus Ronniger	Ronniger	Thymus hercegovinus	Thymus	hercegovinus		species		Repert. Spec. Nov. Regni Veg. Beih. 30(2): 378 (1930)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
5605119	7ddf754f-d193-4cc9-b351-99906754a03b	2926960.0			Thymus transcaucasicus Ronniger	Ronniger	Thymus transcaucasicus	Thymus	transcaucasicus		species		Repert. Spec. Nov. Regni Veg. 31: 140 (1932)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
8361472	7ddf754f-d193-4cc9-b351-99906754a03b	2926960.0			Thymus ×valdesii J.Gómez & R.Roselló	J.Gómez & R.Roselló	Thymus valdesii	Thymus	valdesii		species		Jornadas Medio Nat. Albacetense: 111 (2004)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
5606390	7ddf754f-d193-4cc9-b351-99906754a03b	2926960.0			Thymus majkopiensis Klokov & Des.-Shost.	Klokov & Des.-Shost.	Thymus majkopiensis	Thymus	majkopiensis		species		Trudy Bot. Inst. (Baku) 2: 309 (1936)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
7589470	7ddf754f-d193-4cc9-b351-99906754a03b	7297832.0			Genlisea tuberosa Rivadavia, Gonella & A.Fleischm.	Rivadavia, Gonella & A.Fleischm.	Genlisea tuberosa	Genlisea	tuberosa		species		Rivadavia, Gonella & A. Fleischm. (2013). In: Syst. Bot. 38(2): 464.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Genlisea
4088228	7ddf754f-d193-4cc9-b351-99906754a03b	7297832.0			Genlisea sanariapoana Steyerm.	Steyerm.	Genlisea sanariapoana	Genlisea	sanariapoana		species		Steyerm. (1953). In: Fieldiana, Bot. 28: No. 3, 534.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Genlisea
4087393	7ddf754f-d193-4cc9-b351-99906754a03b	7297832.0			Genlisea angolensis R.D.Good	R.D.Good	Genlisea angolensis	Genlisea	angolensis		species		Good, R. D. (1924). In: J. Bot. 62: 165.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Genlisea
8977050	7ddf754f-d193-4cc9-b351-99906754a03b	7297832.0			Genlisea lobata Fromm	Fromm	Genlisea lobata	Genlisea	lobata		species		Fromm. (1989). In: Bradea, 5(14): 152.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Genlisea
7752931	7ddf754f-d193-4cc9-b351-99906754a03b	7297832.0			Genlisea nebulicola Rivadavia, Gonella & A.Fleischm.	Rivadavia, Gonella & A.Fleischm.	Genlisea nebulicola	Genlisea	nebulicola		species		Rivadavia, Gonella & A. Fleischm. (2011). In: Phytotaxa 33: 21.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Genlisea
5667770	7ddf754f-d193-4cc9-b351-99906754a03b	3172450.0			Pinguicula greenwoodii Cheek	Cheek	Pinguicula greenwoodii	Pinguicula	greenwoodii		species		Cheek. (1994). In: Kew Bull. 49(4): 813.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Pinguicula
5667800	7ddf754f-d193-4cc9-b351-99906754a03b	3172450.0			Pinguicula cubensis Urquiola & Casper	Urquiola & Casper	Pinguicula cubensis	Pinguicula	cubensis		species		Urquiola, & Casper. (2003). In: Willdenowia 33(1): 170.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Pinguicula
5667862	7ddf754f-d193-4cc9-b351-99906754a03b	3172450.0			Pinguicula rotundiflora Studnicka	Studnicka	Pinguicula rotundiflora	Pinguicula	rotundiflora		species		Studnicka. (1985). In: Folia Geobot. Phytotax. 20(2): 201.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Pinguicula
5667766	7ddf754f-d193-4cc9-b351-99906754a03b	3172450.0			Pinguicula hemiepiphytica Zamudio & Rzed.	Zamudio & Rzed.	Pinguicula hemiepiphytica	Pinguicula	hemiepiphytica		species		Zamudio & Rzed. (1991). In: Acta Bot. Mex. 14: 24.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Pinguicula
5667954	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172450.0			Pinguicula involucrata A.DC., 1844	A.DC., 1844	Pinguicula involucrata	Pinguicula	involucrata		species		Prodr. [A. P. de Candolle] 8: 30, sphalm. 1844 [mid Mar 1844]	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Pinguicula
4087976	7ddf754f-d193-4cc9-b351-99906754a03b	3172398.0			Utricularia steenisii P.Taylor	P.Taylor	Utricularia steenisii	Utricularia	steenisii		species		Taylor, P. (1986). In: Kew Bull. 41(1): 13.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Utricularia
7297846	7ddf754f-d193-4cc9-b351-99906754a03b	3172398.0			Utricularia reticulata Sm.	Sm.	Utricularia reticulata	Utricularia	reticulata		species		Sm. (1805). In: Exot. Bot. 2: 119. T. 119.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Utricularia
8871664	7ddf754f-d193-4cc9-b351-99906754a03b	3172398.0			Utricularia schultesii A.Fernández	A.Fernández	Utricularia schultesii	Utricularia	schultesii		species		Fernández, A. (1964). In: Caldasia 9: 39.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Utricularia
4087761	7ddf754f-d193-4cc9-b351-99906754a03b	3172398.0			Utricularia garrettii P.Taylor	P.Taylor	Utricularia garrettii	Utricularia	garrettii		species		Taylor, P. (1986). In: Kew Bull. 41(1): 13.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Utricularia
10745087	7ddf754f-d193-4cc9-b351-99906754a03b	3172398.0			Utricularia kamarudeenii V.S.A.Kumar & Sindu Arya	V.S.A.Kumar & Sindu Arya	Utricularia kamarudeenii	Utricularia	kamarudeenii		species		Kumar, V. S. A., & Sindu Arya. (2020). In: Phytotaxa 447(1): 71.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Utricularia
11200412	c33ce2f2-c3cc-43a5-a380-fe4526d63650	4894228.0			Utricularites protogaeus Massalongo, 1857	Massalongo, 1857	Utricularites protogaeus	Utricularites	protogaeus		species			accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae	Utricularites
3682152	046bbc50-cae2-47ff-aa43-729fbf53f7c5	7906922.0			Chionanthus intermedius Bedd.	Bedd.	Chionanthus intermedius	Chionanthus	intermedius		species		Fl. Sylv. S. India t. 239.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Chionanthus
3682599	7ddf754f-d193-4cc9-b351-99906754a03b	7906922.0			Chionanthus decipiens P.S.Green	P.S.Green	Chionanthus decipiens	Chionanthus	decipiens		species		Kew Bull. 51: 766 (1996)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Chionanthus
8392631	7ddf754f-d193-4cc9-b351-99906754a03b	7906922.0			Chionanthus luzonicus Blume	Blume	Chionanthus luzonicus	Chionanthus	luzonicus		species		Mus. Bot. 1: 319 (1851)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Chionanthus
3172308	7ddf754f-d193-4cc9-b351-99906754a03b	7906922.0			Chionanthus compactus Sw.	Sw.	Chionanthus compactus	Chionanthus	compactus		species		Prodr. Veg. Ind. Occ.: 13 (1788)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Chionanthus
3172318	7ddf754f-d193-4cc9-b351-99906754a03b	7906922.0			Chionanthus domingensis Lam.	Lam.	Chionanthus domingensis	Chionanthus	domingensis		species		Tabl. Encycl. 1: 30 (1791)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Chionanthus
3172372	7ddf754f-d193-4cc9-b351-99906754a03b	3172323.0			Fraxinus greggii A.Gray	A.Gray	Fraxinus greggii	Fraxinus	greggii		species		Proc. Amer. Acad. Arts 12: 63 (1877)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus
3684179	7ddf754f-d193-4cc9-b351-99906754a03b	3172323.0			Fraxinus dimorpha Coss. & Durieu	Coss. & Durieu	Fraxinus dimorpha	Fraxinus	dimorpha		species		Bull. Soc. Bot. France 2: 367 (1855)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus
3683521	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172323.0			Fraxinus hispida hort. ex Lavallée, 1877	hort. ex Lavallée, 1877	Fraxinus hispida	Fraxinus	hispida		species		Énum. Arbres 167, nomen. 1877	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus
8421379	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172323.0			Fraxinus novae-angliae Wangenh. ex DC., 1844	Wangenh. ex DC., 1844	Fraxinus novae-angliae	Fraxinus	novae-angliae		species		Prodr. [A. P. de Candolle] 8: 277. 1844 [mid Mar 1844]	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus
3172347	7ddf754f-d193-4cc9-b351-99906754a03b	3172323.0			Fraxinus ornus L.	L.	Fraxinus ornus	Fraxinus	ornus		species		Sp. Pl.: 1057 (1753)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus
3682798	7ddf754f-d193-4cc9-b351-99906754a03b	3172260.0			Jasminum apoense Elmer	Elmer	Jasminum apoense	Jasminum	apoense		species		Leafl. Philipp. Bot. 8: 2791 (1915)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Jasminum
12201261	7ddf754f-d193-4cc9-b351-99906754a03b	3172260.0			Jasminum shahii Kiew	Kiew	Jasminum shahii	Jasminum	shahii		species		Edinburgh J. Bot. 77: 369 (2020)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Jasminum
3684233	7ddf754f-d193-4cc9-b351-99906754a03b	3172260.0			Jasminum wengeri C.E.C.Fisch.	C.E.C.Fisch.	Jasminum wengeri	Jasminum	wengeri		species		Bull. Misc. Inform. Kew 1931: 283 (1931)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Jasminum
3684708	7ddf754f-d193-4cc9-b351-99906754a03b	3172260.0			Jasminum eberhardtii Gagnep.	Gagnep.	Jasminum eberhardtii	Jasminum	eberhardtii		species		H.Lecomte, Fl. Indo-Chine 3: 1051 (1933)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Jasminum
10779713	7ddf754f-d193-4cc9-b351-99906754a03b	3172260.0			Jasminum peninsulare Kiew	Kiew	Jasminum peninsulare	Jasminum	peninsulare		species		Thai Forest Bull., Bot. 45: 1 (2017)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Jasminum
3172300	7ddf754f-d193-4cc9-b351-99906754a03b	3172289.0			Ligustrum vulgare L.	L.	Ligustrum vulgare	Ligustrum	vulgare		species		Sp. Pl.: 7 (1753)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum
3172291	7ddf754f-d193-4cc9-b351-99906754a03b	3172289.0			Ligustrum ovalifolium Hassk.	Hassk.	Ligustrum ovalifolium	Ligustrum	ovalifolium		species		Cat. Hort. Bot. Bogor. Alt.: 119 (1844)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum
3683253	7ddf754f-d193-4cc9-b351-99906754a03b	3172289.0			Ligustrum henryi Hemsl.	Hemsl.	Ligustrum henryi	Ligustrum	henryi		species		J. Linn. Soc., Bot. 26: 90 (1889)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum
11117265	dbaa27eb-29e7-4cbb-8eab-3f689cfce116	3172289.0			Ligustrum sinensis Lour.	Lour.	Ligustrum sinensis	Ligustrum	sinensis		species			accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum
7861459	7ddf754f-d193-4cc9-b351-99906754a03b	3172289.0			Ligustrum guangdongense R.J.Wang & H.Z.Wen	R.J.Wang & H.Z.Wen	Ligustrum guangdongense	Ligustrum	guangdongense		species		Novon 22: 114 (2012)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum
3683597	7ddf754f-d193-4cc9-b351-99906754a03b	6432968.0			Noronhia myrtoides H.Perrier	H.Perrier	Noronhia myrtoides	Noronhia	myrtoides		species		Mém. Inst. Sci. Madagascar, Sér. B, Biol. Vég. 2: 303 (1949 publ. 1950)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Noronhia
10801779	7ddf754f-d193-4cc9-b351-99906754a03b	6432968.0			Noronhia perrieriana Hong-Wa	Hong-Wa	Noronhia perrieriana	Noronhia	perrieriana		species		Boissiera 70: 207 (2016)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Noronhia
10786965	7ddf754f-d193-4cc9-b351-99906754a03b	6432968.0			Noronhia clarinerva Hong-Wa	Hong-Wa	Noronhia clarinerva	Noronhia	clarinerva		species		Boissiera 70: 69 (2016)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Noronhia
10838067	7ddf754f-d193-4cc9-b351-99906754a03b	6432968.0			Noronhia retusifolia Hong-Wa	Hong-Wa	Noronhia retusifolia	Noronhia	retusifolia		species		Boissiera 70: 226 (2016)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Noronhia
3683622	7ddf754f-d193-4cc9-b351-99906754a03b	6432968.0			Noronhia longipedicellata H.Perrier	H.Perrier	Noronhia longipedicellata	Noronhia	longipedicellata		species		Mém. Inst. Sci. Madagascar, Sér. B, Biol. Vég. 2: 300 (1949 publ. 1950)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Noronhia
5549503	7ddf754f-d193-4cc9-b351-99906754a03b	3172244.0			Olea capitellata Ridl.	Ridl.	Olea capitellata	Olea	capitellata		species		J. Linn. Soc., Bot. 38: 317 (1908)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea
5549909	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172244.0			Olea lindleyi Wall., 1832	Wall., 1832	Olea lindleyi	Olea	lindleyi		species		Numer. List [Wallich] n. 6305. 1832	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea
5549906	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172244.0			Olea listeriana Sim ex Listor	Sim ex Listor	Olea listeriana	Olea	listeriana		species		Rep. Conserv. For. Cape 1897, 98, nomen.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea
5549786	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172244.0			Olea rosea Craib ex Hosseus, 1911	Craib ex Hosseus, 1911	Olea rosea	Olea	rosea		species		Beih. Bot. Centralbl., Abt. 2. 28(2): 425. 1911	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea
5549555	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172244.0			Olea acuminata Wall., 1831	Wall., 1831	Olea acuminata	Olea	acuminata		species		Numer. List [Wallich] n. 2809. 1831	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea
8224507	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172275.0			Osmanthus megacarpus Small, 1933	Small, 1933	Osmanthus megacarpus	Osmanthus	megacarpus		species		Man. S.E. Fl. [Small] 1043. 1933 [30 Nov 1933]	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus
3683570	7ddf754f-d193-4cc9-b351-99906754a03b	3172275.0			Osmanthus enervius Masam. & T.Mori	Masam. & T.Mori	Osmanthus enervius	Osmanthus	enervius		species		J. Jap. Bot. 15: 548 (1939)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus
7326088	7ddf754f-d193-4cc9-b351-99906754a03b	3172275.0			Osmanthus armatus Diels	Diels	Osmanthus armatus	Osmanthus	armatus		species		Bot. Jahrb. Syst. 29: 532 (1900)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus
3683331	7ddf754f-d193-4cc9-b351-99906754a03b	3172275.0			Osmanthus iriomotensis T.Yamaz.	T.Yamaz.	Osmanthus iriomotensis	Osmanthus	iriomotensis		species		J. Jap. Bot. 69: 224 (1994)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus
7326029	7ddf754f-d193-4cc9-b351-99906754a03b	3172275.0			Osmanthus insularis Koidz.	Koidz.	Osmanthus insularis	Osmanthus	insularis		species		Bot. Mag. (Tokyo) 28: 150 (1914)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus
5549710	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172235.0			Syringa giraldi hort. ex Bellair	hort. ex Bellair	Syringa giraldi	Syringa	giraldi		species		Rev. Hort. [Paris]. lxxxi. 335 (1909).	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Syringa
5549605	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172235.0			Syringa saugeana hort. ex Dippel	hort. ex Dippel	Syringa saugeana	Syringa	saugeana		species		Handb. Laubholzk. i. (1889) 114.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Syringa
6433201	7ddf754f-d193-4cc9-b351-99906754a03b	3172235.0			Syringa komarowii C.K.Schneid.	C.K.Schneid.	Syringa komarowii	Syringa	komarowii		species		Repert. Spec. Nov. Regni Veg. 9: 82 (1910)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Syringa
5415036	7ddf754f-d193-4cc9-b351-99906754a03b	3172235.0			Syringa persica L.	L.	Syringa persica	Syringa	persica		species		Sp. Pl.: 9 (1753)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Syringa
6433171	7ddf754f-d193-4cc9-b351-99906754a03b	3172235.0			Syringa oblata Lindl.	Lindl.	Syringa oblata	Syringa	oblata		species		Gard. Chron. 1859: 868 (1859)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Syringa
3727460	7ddf754f-d193-4cc9-b351-99906754a03b	3171192.0			Agalinis chaparensis Barringer	Barringer	Agalinis chaparensis	Agalinis	chaparensis		species		Barringer. (1985). In: Brittonia 37(4): 352.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Agalinis
3171290	7ddf754f-d193-4cc9-b351-99906754a03b	3171192.0			Agalinis obtusifolia Raf.	Raf.	Agalinis obtusifolia	Agalinis	obtusifolia		species		Raf. (1836). In: New Fl. Am. 2: 64.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Agalinis
3726575	7ddf754f-d193-4cc9-b351-99906754a03b	3171192.0			Agalinis pennellii Barringer	Barringer	Agalinis pennellii	Agalinis	pennellii		species		Barringer. (1985). In: Brittonia 37(4): 352.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Agalinis
3726982	7ddf754f-d193-4cc9-b351-99906754a03b	3171192.0			Agalinis kingsii Proctor	Proctor	Agalinis kingsii	Agalinis	kingsii		species		Proctor. (1977). In: Sloanea 1: 3.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Agalinis
3727009	7ddf754f-d193-4cc9-b351-99906754a03b	3171192.0			Agalinis itambensis V.C.Souza & S.I.Elías	V.C.Souza & S.I.Elías	Agalinis itambensis	Agalinis	itambensis		species		Souza, V. C., & Elías, S. I. (2001). In: Novon 11(4): 484.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Agalinis
8321939	7ddf754f-d193-4cc9-b351-99906754a03b	3172224.0			Buchnera subglabra Philcox	Philcox	Buchnera subglabra	Buchnera	subglabra		species		Philcox. (1987). In: Kew Bull. 42(1): 208.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Buchnera
7762475	7ddf754f-d193-4cc9-b351-99906754a03b	3172224.0			Buchnera pulcherrima R.E.Fr.	R.E.Fr.	Buchnera pulcherrima	Buchnera	pulcherrima		species		R. E. Fr. (1916). In: Wiss. Ergebn. Schwed. Rhod.-Kongo-Exped. 1911-12 1: 293.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Buchnera
8334657	7ddf754f-d193-4cc9-b351-99906754a03b	3172224.0			Buchnera retrorsa Philcox	Philcox	Buchnera retrorsa	Buchnera	retrorsa		species		Philcox. (1965). In: Kew Bull. 18: 279.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Buchnera
7871696	7ddf754f-d193-4cc9-b351-99906754a03b	3172224.0			Buchnera chisumpae Philcox	Philcox	Buchnera chisumpae	Buchnera	chisumpae		species		Philcox. (1987). In: Kew Bull. 42(2): 384.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Buchnera
8429340	7ddf754f-d193-4cc9-b351-99906754a03b	3172224.0			Buchnera tetragona R.Br.	R.Br.	Buchnera tetragona	Buchnera	tetragona		species		R. Br. (1810). In: Prodr. Fl. Nov. Holland. 437.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Buchnera
3735918	7ddf754f-d193-4cc9-b351-99906754a03b	3170565.0			Castilleja papilionacea G.L.Nesom	G.L.Nesom	Castilleja papilionacea	Castilleja	papilionacea		species		Nesom, G. L. (1992). In: Phytologia 73(5): 385.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Castilleja
3170596	7ddf754f-d193-4cc9-b351-99906754a03b	3170565.0			Castilleja oresbia Greenm.	Greenm.	Castilleja oresbia	Castilleja	oresbia		species		Greenm. (1909). In: Coult. Bot. Gaz. 48: 147.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Castilleja
3737660	7ddf754f-d193-4cc9-b351-99906754a03b	3170565.0			Castilleja galehintoniae G.L.Nesom	G.L.Nesom	Castilleja galehintoniae	Castilleja	galehintoniae		species		Nesom, G. L. (1992). In: Phytologia 72(3): 246.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Castilleja
3170611	7ddf754f-d193-4cc9-b351-99906754a03b	3170565.0			Castilleja raupii Pennell	Pennell	Castilleja raupii	Castilleja	raupii		species		Pennell. (1934). In: Proc. Acad. Nat. Sci. Philad. 86: 528.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Castilleja
